Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_limit,Junction_Detail,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Urban_or_Rural_Area,Time_period,Vehicle_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Casualty_Type
0.21969299999999997,51.554971,1,2,1.0,1.0,3,30.0,0.0,2,1,2,2,1,0,2,0,2,1,22.0,2,4,1,1,0
0.24299099999999998,51.606238,1,2,2.0,2.0,3,30.0,3.0,1,1,2,2,1,0,2,1,0,2,32.0,1,1,1,1,7
0.24299099999999998,51.606238,1,2,2.0,2.0,3,30.0,3.0,1,1,2,2,1,0,2,1,1,1,10.0,1,1,3,1,7
-0.14994000000000002,51.475683000000004,1,2,2.0,1.0,3,30.0,8.0,1,2,1,1,1,0,5,0,0,1,21.0,1,1,1,1,3
0.058912,51.578857,1,2,3.0,2.0,3,30.0,3.0,1,1,1,2,1,0,4,1,0,2,53.0,1,1,1,1,7
-0.129968,51.583638,1,2,1.0,1.0,3,20.0,0.0,2,2,1,1,1,0,5,0,2,2,43.0,5,2,1,1,0
-0.126152,51.500935,1,2,2.0,1.0,3,30.0,6.0,3,2,1,1,1,0,6,1,0,1,25.0,1,1,1,1,1
-0.290554,51.577814000000004,1,2,2.0,2.0,3,30.0,9.0,1,2,1,1,1,0,6,0,1,1,47.0,1,1,2,1,7
-0.189744,51.477833000000004,1,2,1.0,1.0,3,30.0,3.0,1,1,1,2,1,0,4,0,0,1,23.0,1,1,1,1,3
0.183998,51.571739,1,2,2.0,2.0,2,30.0,7.0,4,1,1,1,1,0,2,0,1,1,46.0,1,1,1,5,9
-0.036278,51.486694,1,2,2.0,1.0,3,30.0,3.0,4,1,1,1,1,0,3,1,0,2,28.0,1,1,1,1,1
-0.261254,51.551396000000004,1,2,2.0,2.0,2,40.0,6.0,0,1,1,1,1,0,3,0,0,1,29.0,1,1,1,1,13
0.065932,51.564975,1,2,2.0,1.0,5,30.0,-1.0,0,1,9,0,0,0,4,0,0,2,52.0,1,1,1,1,7
-0.242946,51.498696,1,2,2.0,1.0,3,30.0,3.0,3,2,2,2,1,0,5,1,0,2,30.0,1,1,1,1,1
-0.148698,51.30345,1,2,2.0,1.0,3,40.0,3.0,0,2,1,1,1,0,5,0,0,1,32.0,1,1,1,1,1
-0.20133299999999998,51.472436,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,0,0,2,54.0,1,1,1,1,7
-0.11456600000000002,51.463968,1,2,1.0,1.0,3,30.0,9.0,3,1,1,1,1,0,4,0,2,2,33.0,10,9,1,1,0
-0.107734,51.402887,1,2,2.0,1.0,3,20.0,0.0,1,2,9,1,1,0,4,1,0,1,18.0,1,1,1,1,3
-0.114909,51.385736,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,2,0,2,2,40.0,11,10,1,1,0
-0.331965,51.61357,1,2,2.0,2.0,0,30.0,1.0,2,2,1,1,1,0,1,0,1,1,30.0,1,1,2,1,7
-0.43583500000000003,51.520491,1,2,2.0,1.0,3,30.0,3.0,1,2,1,1,1,0,5,0,0,1,17.0,1,1,1,1,2
-0.018335,51.581536,1,2,2.0,1.0,3,30.0,3.0,1,2,2,2,1,0,4,0,0,1,42.0,1,1,1,1,6
0.048775,51.546031,1,2,1.0,1.0,3,30.0,9.0,1,2,1,1,1,0,6,0,2,1,53.0,7,10,1,1,0
-0.376268,51.497201000000004,1,2,3.0,2.0,3,30.0,3.0,1,2,1,1,1,0,5,1,1,2,25.0,1,1,2,1,7
-0.07602300000000001,51.545087,1,2,1.0,1.0,3,30.0,3.0,3,2,1,1,1,0,1,0,2,1,32.0,10,8,1,1,0
-0.113141,51.467093,1,2,1.0,2.0,3,20.0,0.0,4,1,8,2,1,0,3,0,1,2,45.0,1,1,1,4,9
-0.038066,51.549044,1,2,2.0,2.0,3,30.0,3.0,2,1,1,2,1,0,4,0,1,2,25.0,1,1,2,1,6
-0.216944,51.504149,1,2,1.0,1.0,0,30.0,1.0,1,1,1,1,1,0,4,0,1,2,69.0,1,1,1,5,9
-0.11506400000000001,51.560109000000004,1,2,2.0,1.0,3,30.0,6.0,4,2,1,2,1,0,5,1,0,1,30.0,1,1,1,1,1
-0.34725100000000003,51.534653999999996,1,2,1.0,1.0,2,30.0,3.0,3,1,1,1,1,0,4,0,2,2,22.0,2,2,1,1,0
-0.009731,51.517452,1,2,3.0,2.0,2,40.0,6.0,4,1,1,2,1,0,4,0,0,1,20.0,1,1,1,1,7
0.201732,51.574375,1,2,1.0,1.0,3,30.0,9.0,6,1,1,2,1,0,4,0,2,2,11.0,11,10,1,1,0
-0.182532,51.38024,1,2,2.0,1.0,3,30.0,3.0,3,1,2,2,1,0,3,1,0,2,32.0,1,1,1,1,7
-0.461002,51.535032,1,2,1.0,1.0,2,40.0,3.0,3,2,2,2,1,0,6,0,0,2,21.0,1,1,1,1,7
-0.05506900000000001,51.498698,1,2,2.0,1.0,0,30.0,1.0,1,2,5,2,0,0,5,0,0,2,44.0,1,1,1,1,1
-0.366118,51.430515,1,2,2.0,1.0,3,30.0,0.0,1,1,1,2,1,0,2,1,0,1,37.0,1,1,1,1,5
-0.354284,51.535562,1,2,3.0,2.0,2,30.0,9.0,1,1,1,1,1,0,2,0,0,2,33.0,1,1,1,1,7
0.025158,51.556603,1,2,3.0,2.0,3,40.0,0.0,1,1,1,1,2,0,3,0,2,1,63.0,11,10,1,1,0
-0.31143000000000004,51.551949,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,2,1,0,1,26.0,1,1,1,1,9
0.101823,51.429532,1,2,1.0,1.0,3,30.0,9.0,2,2,2,2,1,0,4,0,2,2,20.0,2,3,1,1,0
-0.129109,51.421665999999995,1,2,2.0,1.0,5,30.0,3.0,0,1,9,0,0,0,4,0,0,1,43.0,1,1,1,1,7
-0.391839,51.435457,1,2,2.0,1.0,3,30.0,2.0,1,2,1,2,1,0,5,1,0,1,11.0,1,1,1,1,1
-0.42516899999999996,51.499576,1,2,2.0,2.0,3,30.0,6.0,4,1,1,1,1,0,2,1,0,2,49.0,1,1,1,1,7
-0.375533,51.513827,1,2,1.0,1.0,3,30.0,6.0,2,1,1,1,1,0,4,0,1,1,41.0,1,1,3,1,7
-0.095731,51.504851,1,2,2.0,1.0,3,30.0,6.0,1,1,1,1,1,0,4,0,0,2,38.0,1,1,1,1,3
-0.17360899999999999,51.395029,1,2,1.0,1.0,3,40.0,0.0,2,2,2,2,1,0,5,0,2,1,37.0,2,2,1,1,0
-0.14833,51.600656,1,2,1.0,1.0,3,20.0,3.0,2,2,1,1,1,0,5,0,2,2,58.0,6,10,1,1,0
0.181566,51.478706,1,2,1.0,1.0,3,30.0,1.0,2,2,2,2,1,0,5,0,2,2,17.0,2,2,1,1,0
-0.256447,51.435590000000005,1,2,2.0,1.0,2,30.0,9.0,1,2,1,2,1,0,1,0,0,1,47.0,1,1,1,1,6
-0.016779,51.464693,1,2,2.0,1.0,3,30.0,3.0,6,2,1,2,1,0,6,0,0,1,20.0,1,1,1,1,3
-0.39226500000000003,51.562526,1,2,2.0,1.0,3,30.0,3.0,0,1,8,2,1,0,3,0,0,2,27.0,1,1,1,1,7
-0.177875,51.425132,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,2,1,0,1,28.0,1,1,1,1,1
-0.152919,51.369795,1,2,2.0,1.0,3,30.0,3.0,1,1,1,2,1,0,2,0,0,1,40.0,1,1,1,1,3
-0.240629,51.506485,1,2,2.0,1.0,3,30.0,3.0,4,1,1,1,1,0,4,1,0,1,26.0,1,1,1,1,3
-0.211786,51.558565,1,2,1.0,1.0,3,30.0,6.0,4,5,9,2,1,0,5,0,2,1,69.0,2,2,1,1,0
0.08632100000000001,51.578553,1,2,2.0,1.0,3,30.0,6.0,1,1,1,1,1,0,3,1,0,2,29.0,1,1,1,1,7
-0.106144,51.531728,1,2,1.0,1.0,3,20.0,7.0,4,2,1,1,1,0,4,0,2,1,64.0,10,10,1,1,0
-0.151788,51.486953,1,2,2.0,1.0,3,30.0,3.0,3,2,1,1,1,0,5,1,0,1,48.0,1,1,1,1,1
-0.01653,51.603088,1,2,3.0,3.0,2,30.0,3.0,1,1,1,1,1,0,4,1,0,1,52.0,1,1,1,1,6
-0.141515,51.413678999999995,1,2,2.0,1.0,3,30.0,8.0,1,2,1,1,1,0,6,0,1,1,22.0,1,1,2,1,7
-0.09286799999999999,51.39734,1,2,2.0,1.0,5,30.0,2.0,0,1,9,0,0,0,5,0,0,1,53.0,1,1,1,1,7
-0.169275,51.471131,1,2,1.0,1.0,3,30.0,9.0,1,1,1,1,1,0,2,0,1,1,82.0,1,1,1,3,9
-0.21480100000000002,51.511041,1,2,2.0,1.0,3,30.0,3.0,1,2,1,1,1,0,4,0,0,2,27.0,1,1,1,1,7
-0.173698,51.486577000000004,1,2,2.0,1.0,2,30.0,3.0,1,2,1,1,5,0,4,1,0,1,29.0,1,1,1,1,3
-0.300536,51.530749,1,2,3.0,2.0,2,40.0,3.0,1,2,1,1,1,0,6,1,0,2,31.0,1,1,1,1,7
-0.088038,51.616234999999996,1,2,2.0,2.0,2,40.0,0.0,1,2,2,2,1,0,5,0,0,1,32.0,1,1,1,1,7
-0.10800599999999999,51.601541,1,2,2.0,1.0,3,20.0,3.0,1,2,2,2,1,0,5,1,0,2,48.0,1,1,1,1,7
-0.31414200000000003,51.552707,1,2,2.0,2.0,0,30.0,1.0,1,2,2,2,5,0,6,0,1,1,27.0,1,1,2,1,7
-0.195512,51.404631,1,2,2.0,1.0,3,20.0,0.0,1,1,1,1,1,0,4,1,0,2,34.0,1,1,1,1,7
0.10909,51.371755,1,2,1.0,1.0,3,40.0,9.0,1,2,2,2,1,0,5,0,0,2,25.0,1,1,1,1,7
-0.18725899999999998,51.60576,1,2,2.0,1.0,3,30.0,3.0,1,2,1,1,1,0,5,0,0,2,54.0,1,1,1,1,7
0.029352999999999997,51.462824,1,2,2.0,2.0,2,30.0,5.0,1,1,2,2,5,0,3,1,1,1,36.0,1,1,2,1,7
-0.06273300000000001,51.518429,1,2,2.0,2.0,2,30.0,3.0,3,1,1,2,1,0,3,0,0,2,26.0,1,1,1,1,7
-0.453615,51.497707,1,2,2.0,1.0,0,30.0,6.0,1,1,2,2,1,0,2,0,0,1,50.0,1,1,1,1,7
0.11746199999999998,51.40371,1,2,3.0,1.0,3,30.0,8.0,1,1,2,2,1,0,4,2,0,2,60.0,1,1,1,1,7
-0.103375,51.542834,1,2,2.0,1.0,3,20.0,0.0,1,2,2,2,1,0,5,0,0,1,40.0,1,1,1,1,3
-0.142719,51.51163,1,2,2.0,1.0,3,30.0,3.0,1,2,2,2,1,0,5,0,0,1,46.0,1,1,1,1,3
-0.013142,51.399253,1,2,2.0,1.0,3,30.0,0.0,1,2,2,2,1,0,6,0,0,1,27.0,1,1,1,1,3
-0.037321,51.646692,1,2,1.0,1.0,5,30.0,3.0,0,5,9,0,0,0,6,0,0,1,19.0,1,1,1,1,7
-0.18296800000000002,51.474401,1,2,1.0,1.0,0,20.0,1.0,1,3,4,2,1,0,3,0,2,1,46.0,9,10,1,1,0
-0.319407,51.421492,1,2,2.0,2.0,3,30.0,3.0,3,2,1,1,1,0,5,0,1,2,46.0,1,1,1,5,9
-0.21823299999999998,51.504348,1,2,1.0,1.0,2,30.0,7.0,4,2,1,1,1,0,6,0,2,2,41.0,5,4,1,1,0
-0.155617,51.359854999999996,1,2,2.0,2.0,3,30.0,6.0,3,2,2,2,1,0,5,1,0,2,19.0,1,1,1,1,7
-0.066488,51.562466,1,2,2.0,1.0,3,30.0,2.0,1,2,1,1,1,0,1,0,0,1,39.0,1,1,1,1,7
-0.250165,51.547184,1,2,1.0,1.0,3,30.0,0.0,1,1,1,1,1,0,3,0,2,1,62.0,6,2,1,1,0
-0.087107,51.521527,1,2,1.0,1.0,1,20.0,3.0,2,1,1,1,1,0,3,0,2,2,26.0,6,10,1,1,0
0.112187,51.582316999999996,1,2,2.0,1.0,5,40.0,0.0,1,2,2,2,0,1,5,0,0,1,35.0,1,1,1,1,7
0.147223,51.553892,1,2,1.0,1.0,2,30.0,3.0,1,2,1,1,1,0,4,0,2,1,13.0,9,2,1,1,0
-0.23662199999999997,51.539338,1,2,1.0,1.0,2,20.0,3.0,2,1,1,1,1,0,4,0,2,2,15.0,6,4,1,1,0
-0.135417,51.535165,1,2,2.0,1.0,3,30.0,9.0,1,2,1,1,1,0,1,1,0,1,30.0,1,1,1,1,6
-0.368042,51.578198,1,2,2.0,2.0,2,30.0,0.0,1,2,1,2,1,0,2,1,1,2,21.0,1,1,3,1,7
-0.321525,51.450029,1,2,1.0,1.0,3,30.0,0.0,1,2,1,1,1,0,5,0,2,1,12.0,6,4,1,1,0
0.10326300000000001,51.545336,1,2,2.0,2.0,0,30.0,2.0,1,2,1,1,1,0,5,1,0,2,31.0,1,1,1,1,7
-0.32239,51.559839000000004,1,2,2.0,1.0,3,30.0,9.0,1,2,1,1,1,0,5,0,0,1,18.0,1,1,1,1,3
-0.12423599999999999,51.414213000000004,1,2,1.0,1.0,2,30.0,0.0,2,1,1,1,1,0,4,0,2,2,38.0,2,2,1,1,0
-0.265993,51.487439,1,2,1.0,1.0,2,40.0,9.0,4,1,1,1,1,0,3,0,0,1,58.0,1,1,1,1,7
-0.21737199999999998,51.504245000000004,1,2,2.0,1.0,0,30.0,1.0,3,1,1,1,1,0,4,1,1,2,11.0,1,1,3,1,7
0.11143800000000001,51.450852000000005,1,2,2.0,2.0,2,50.0,0.0,1,2,2,2,1,0,1,1,1,1,21.0,1,1,2,1,7
0.178619,51.534698,1,2,3.0,2.0,1,30.0,3.0,1,2,1,1,1,0,5,0,1,2,28.0,1,1,1,5,9
0.089233,51.462582,1,2,2.0,1.0,3,30.0,3.0,1,5,1,1,1,0,5,1,0,1,22.0,1,1,1,1,3
-0.046738999999999996,51.521671000000005,1,2,1.0,2.0,3,20.0,9.0,3,1,1,1,1,0,2,0,2,2,51.0,6,4,1,1,0
-0.06843400000000001,51.516545,1,2,2.0,1.0,5,30.0,-1.0,0,5,9,0,0,0,2,0,0,1,43.0,1,1,1,1,1
-0.019178999999999998,51.518961,1,2,2.0,1.0,3,30.0,-1.0,1,2,1,1,1,0,5,0,0,2,38.0,1,1,1,1,7
-0.135714,51.542004,1,2,2.0,1.0,5,30.0,6.0,4,2,4,1,0,0,5,1,0,2,43.0,1,1,1,1,1
-0.030114,51.599540000000005,1,2,3.0,2.0,3,30.0,6.0,2,1,1,1,1,0,2,0,2,1,52.0,2,5,1,1,0
-0.195526,51.5174,1,2,1.0,2.0,3,30.0,9.0,3,2,1,1,1,0,5,0,0,1,18.0,1,1,1,1,4
-0.12251400000000001,51.536846999999995,1,2,2.0,1.0,2,30.0,9.0,1,2,1,1,1,0,5,1,0,2,25.0,1,1,1,1,18
-0.283992,51.579607,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,4,1,0,1,19.0,1,1,1,1,3
-0.227481,51.410785,1,2,2.0,1.0,3,30.0,3.0,2,1,1,1,1,0,4,1,0,1,31.0,1,1,1,1,3
-0.11825799999999999,51.563128000000006,1,2,2.0,1.0,3,30.0,3.0,0,1,2,2,1,0,5,0,0,1,58.0,1,1,1,1,7
-0.126529,51.614608000000004,1,2,1.0,1.0,2,30.0,0.0,5,2,1,1,1,0,2,0,0,1,44.0,1,1,1,1,4
-0.223938,51.491036,1,2,2.0,1.0,3,30.0,1.0,4,1,1,1,1,0,2,0,0,1,49.0,1,1,1,1,4
0.0132,51.570028,1,2,1.0,1.0,3,30.0,3.0,4,1,1,1,1,0,2,0,1,2,54.0,1,1,1,5,9
-0.178799,51.459768,1,2,2.0,1.0,3,30.0,3.0,2,1,8,2,1,0,2,1,0,1,28.0,1,1,1,1,7
-0.130049,51.514846,1,2,1.0,1.0,2,30.0,3.0,4,1,1,1,1,0,4,0,1,2,46.0,1,1,1,4,9
-0.279486,51.611014000000004,1,2,2.0,1.0,3,30.0,6.0,4,1,1,1,1,0,3,0,0,2,39.0,1,1,1,1,7
0.053564999999999995,51.533896,1,2,1.0,1.0,1,20.0,3.0,1,1,1,1,1,0,1,0,2,1,13.0,6,4,1,1,0
-0.189503,51.647339,1,2,1.0,1.0,3,30.0,0.0,3,2,1,1,1,0,5,0,2,1,10.0,2,2,1,1,0
-0.244094,51.465081,1,2,2.0,1.0,3,30.0,6.0,4,1,1,1,1,0,4,0,0,2,63.0,1,1,1,1,7
-0.076411,51.487989,1,2,2.0,1.0,2,30.0,6.0,4,2,1,1,1,0,6,0,0,1,22.0,1,1,1,1,3
-0.11042300000000001,51.529369,1,2,2.0,1.0,3,30.0,3.0,6,1,1,2,1,0,2,1,0,1,45.0,1,1,1,1,1
-0.19570099999999999,51.494741,1,2,1.0,1.0,1,30.0,3.0,4,1,9,0,0,0,4,0,0,1,55.0,1,1,1,1,1
-0.20389100000000002,51.561232000000004,1,2,2.0,1.0,5,30.0,3.0,4,5,9,0,0,0,2,0,0,1,30.0,1,1,1,1,3
-0.18188800000000002,51.421867,1,2,2.0,1.0,3,30.0,0.0,1,2,1,4,1,0,2,1,0,1,45.0,1,1,1,1,2
0.24549400000000002,51.536944,1,2,2.0,1.0,3,60.0,3.0,1,4,1,2,1,1,2,0,0,1,23.0,1,1,1,1,7
-0.029019,51.614809,1,2,1.0,1.0,2,30.0,3.0,2,1,1,1,1,0,3,0,2,2,35.0,2,2,1,1,0
-0.100876,51.537038,1,2,2.0,1.0,1,30.0,3.0,0,5,9,0,0,0,5,0,0,1,38.0,1,1,1,1,7
-0.10287400000000001,51.541028000000004,1,2,2.0,1.0,3,20.0,3.0,2,2,1,1,1,0,4,0,0,1,25.0,1,1,1,1,13
-0.15989,51.514688,1,2,2.0,2.0,3,30.0,9.0,4,2,1,1,1,0,5,1,0,1,21.0,1,1,1,1,2
-0.29483899999999996,51.571312,1,2,1.0,1.0,3,20.0,0.0,3,2,1,1,1,0,5,0,2,2,30.0,5,2,1,1,0
0.290067,51.560183,1,2,2.0,1.0,2,70.0,0.0,1,2,1,1,1,1,6,0,0,1,34.0,1,1,1,1,7
-0.134292,51.545039,1,2,3.0,3.0,3,30.0,0.0,1,2,1,4,5,0,1,1,0,1,27.0,1,1,1,1,6
-0.046645,51.648377,1,2,1.0,1.0,5,30.0,6.0,0,1,9,0,0,0,5,0,2,2,25.0,11,10,1,1,0
-0.212783,51.385740999999996,1,2,1.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,2,2,46.0,6,2,1,1,0
-0.09712,51.502625,1,2,2.0,1.0,3,30.0,3.0,0,1,9,0,0,0,2,0,0,1,40.0,1,1,1,1,1
-0.145529,51.509876,1,2,2.0,2.0,0,30.0,3.0,2,2,1,1,1,0,5,0,0,1,41.0,1,1,1,1,6
-0.147998,51.601729,1,2,1.0,2.0,3,30.0,3.0,2,2,1,2,1,0,4,0,0,1,21.0,1,1,1,1,7
-0.081829,51.537358000000005,1,2,2.0,1.0,3,20.0,3.0,1,2,1,1,1,0,5,0,0,1,31.0,1,1,1,1,1
-0.025945999999999997,51.539128999999996,1,2,2.0,2.0,3,30.0,0.0,1,2,1,2,1,0,4,0,0,1,33.0,1,1,1,1,7
-0.06310700000000001,51.618254,1,2,1.0,1.0,3,30.0,3.0,3,2,1,2,1,0,5,0,2,1,56.0,5,4,1,1,0
0.015662,51.328435,1,2,2.0,2.0,3,30.0,3.0,1,4,1,1,1,1,5,0,0,1,24.0,1,1,1,1,7
0.015662,51.328435,1,2,2.0,2.0,3,30.0,3.0,1,4,1,1,1,1,5,1,0,2,39.0,1,1,1,1,7
-0.32407199999999997,51.533695,1,2,2.0,1.0,2,30.0,3.0,1,1,1,2,1,0,3,0,0,1,46.0,1,1,1,1,7
-0.097136,51.370701000000004,1,2,3.0,1.0,0,30.0,1.0,4,1,1,1,1,0,3,0,0,1,49.0,1,1,1,1,6
-0.231711,51.546997,1,2,3.0,2.0,3,30.0,3.0,1,1,1,1,1,0,3,1,0,1,48.0,1,1,1,1,7
0.022191,51.535251,1,2,3.0,2.0,3,30.0,6.0,2,1,1,1,1,0,4,1,0,1,51.0,1,1,1,1,7
-0.470667,51.509081,1,2,1.0,1.0,3,30.0,3.0,1,2,1,1,1,0,5,0,2,1,29.0,6,2,1,1,0
-0.014502000000000001,51.507191,1,2,2.0,2.0,2,40.0,0.0,1,2,1,1,1,0,1,0,0,1,25.0,1,1,1,1,7
0.243146,51.603538,1,2,2.0,3.0,3,30.0,3.0,1,1,1,1,1,0,2,0,0,2,27.0,1,1,1,1,7
-0.16394,51.585972999999996,1,2,2.0,2.0,2,40.0,3.0,1,2,1,1,1,0,3,0,0,2,21.0,1,1,1,1,6
-0.145072,51.496289000000004,1,2,2.0,1.0,1,30.0,3.0,3,2,1,1,1,0,4,1,0,2,24.0,1,1,1,1,3
-0.051928999999999996,51.423645,1,2,3.0,1.0,3,20.0,3.0,1,1,1,1,1,0,4,0,1,2,29.0,1,1,2,1,7
-0.20811500000000002,51.516154,1,2,1.0,1.0,3,30.0,0.0,4,1,1,1,1,0,4,0,1,2,57.0,1,1,1,5,9
-0.042704,51.444265,1,2,2.0,2.0,2,20.0,3.0,6,1,1,1,1,0,3,0,0,2,49.0,1,1,1,1,7
-0.290389,51.597595,1,2,2.0,1.0,3,30.0,0.0,1,1,1,4,1,0,3,0,0,1,69.0,1,1,1,1,7
-0.143931,51.496002000000004,1,2,1.0,1.0,1,30.0,3.0,2,1,1,1,1,0,2,0,1,2,62.0,1,1,1,4,9
-0.180627,51.435516,1,2,2.0,1.0,3,20.0,0.0,1,2,2,2,1,0,5,0,0,1,28.0,1,1,1,1,7
-0.232665,51.570752,1,2,2.0,1.0,2,40.0,9.0,1,1,1,1,1,0,3,0,0,1,23.0,1,1,1,1,7
-0.378821,51.469899,1,2,1.0,2.0,3,30.0,0.0,1,2,1,1,1,0,5,0,0,1,37.0,1,1,1,1,5
-0.312012,51.547909999999995,1,2,2.0,3.0,2,30.0,3.0,2,2,1,1,1,0,6,0,1,2,48.0,1,1,2,1,7
-0.012754000000000001,51.544032,1,2,1.0,1.0,3,30.0,3.0,1,2,1,1,1,0,6,0,2,1,18.0,7,10,1,1,0
