Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_limit,Junction_Detail,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Urban_or_Rural_Area,Time_period,Vehicle_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Casualty_Type
-0.22505100000000003,51.492042,1,2,2.0,1.0,3,30.0,3.0,4,1,1,1,1,0,5,0,1,2,92.0,1,1,2,1,7
-0.189216,51.480253000000005,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,3,1,0,1,20.0,1,1,1,1,1
-0.20060699999999998,51.472605,1,2,2.0,1.0,3,30.0,3.0,4,1,1,1,1,0,3,1,0,1,24.0,1,1,1,1,1
-0.22136,51.48695,1,2,1.0,3.0,3,30.0,3.0,3,1,1,1,1,0,4,0,1,1,67.0,1,1,1,5,9
-0.21158200000000002,51.471784,1,2,2.0,1.0,3,30.0,0.0,2,1,1,1,1,0,2,0,0,1,34.0,1,1,1,1,3
-0.19833399999999998,51.486419,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,1,0,1,24.0,1,1,1,1,3
-0.202846,51.485229,1,2,1.0,1.0,3,30.0,2.0,2,1,1,1,1,0,2,0,2,2,45.0,2,2,1,1,0
-0.22389099999999998,51.503355,1,2,2.0,1.0,1,30.0,6.0,4,2,1,1,1,0,6,1,0,1,-1.0,1,1,1,1,1
-0.223987,51.493465,1,2,1.0,1.0,3,30.0,0.0,3,1,1,1,1,0,4,0,2,2,35.0,5,2,1,1,0
-0.224787,51.491408,1,2,2.0,1.0,1,30.0,0.0,1,1,1,1,1,0,5,1,0,1,45.0,1,1,1,1,1
-0.24257399999999998,51.493384999999996,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,1,0,1,53.0,1,1,1,1,7
-0.193896,51.478437,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,5,0,0,1,21.0,1,1,1,1,3
-0.070388,51.572602,1,2,2.0,2.0,3,30.0,0.0,1,2,2,2,1,0,1,1,0,1,35.0,1,1,1,1,7
-0.075462,51.548134999999995,1,2,1.0,1.0,3,20.0,3.0,1,1,1,1,1,0,4,0,2,2,64.0,6,2,1,1,0
-0.083473,51.573715,1,2,2.0,1.0,3,20.0,0.0,1,1,1,1,1,0,4,0,0,1,19.0,1,1,1,1,3
-0.086599,51.537076,1,2,1.0,2.0,3,30.0,3.0,2,2,5,2,1,0,5,0,2,2,35.0,2,2,1,1,0
-0.086599,51.537076,1,2,1.0,2.0,3,30.0,3.0,2,2,5,2,1,0,5,0,2,1,37.0,2,2,1,1,0
-0.076698,51.549594,1,2,2.0,2.0,3,20.0,0.0,1,1,1,2,1,0,4,0,1,2,54.0,1,1,2,1,7
-0.08870900000000001,51.528028000000006,1,2,1.0,1.0,1,30.0,0.0,1,1,1,1,1,0,4,0,2,2,-1.0,6,2,1,1,0
-0.076436,51.542126,1,2,3.0,1.0,3,30.0,6.0,4,2,1,1,1,0,1,2,0,1,28.0,1,1,1,1,7
-0.103897,51.564965,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,1,0,1,1,21.0,1,1,1,1,3
-0.072946,51.570126,1,2,1.0,1.0,3,20.0,3.0,1,1,1,1,1,0,4,0,1,2,73.0,1,1,1,4,9
-0.070252,51.53492,1,2,2.0,1.0,3,20.0,6.0,4,2,1,1,1,0,5,1,0,2,41.0,1,1,1,1,1
-0.069625,51.54633,1,2,1.0,1.0,3,30.0,6.0,4,2,1,1,1,0,5,0,2,2,38.0,2,2,1,1,0
-0.073151,51.565273,1,2,2.0,3.0,3,30.0,3.0,4,1,1,1,1,0,4,0,1,1,-1.0,1,1,2,1,7
-0.057957,51.539213000000004,1,2,2.0,1.0,3,30.0,6.0,1,2,1,1,1,0,1,0,0,1,28.0,1,1,1,1,7
-0.03807,51.548953999999995,1,2,2.0,2.0,3,30.0,3.0,2,1,1,1,1,0,4,0,1,2,65.0,1,1,2,1,7
-0.09601900000000001,51.570502000000005,1,2,2.0,3.0,3,30.0,6.0,4,2,1,2,1,0,5,0,1,2,27.0,1,1,2,1,6
-0.070418,51.5378,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,5,1,0,2,36.0,1,1,1,1,7
-0.077501,51.523708,1,2,1.0,1.0,3,20.0,3.0,1,2,1,1,1,0,1,0,2,1,21.0,6,2,1,1,0
-0.07056699999999999,51.530878,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,1,2,8.0,1,1,3,1,7
-0.08491900000000001,51.553056,1,2,3.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,1,0,1,22.0,1,1,1,1,7
-0.059909000000000004,51.564515,1,2,2.0,3.0,3,30.0,0.0,1,1,1,1,1,0,4,1,1,2,10.0,1,1,3,1,7
-0.086479,51.574304,1,2,3.0,2.0,3,30.0,3.0,4,1,1,1,1,0,4,0,0,1,54.0,1,1,1,1,6
-0.08708099999999999,51.525573,1,2,2.0,1.0,2,30.0,1.0,1,1,1,1,1,0,4,0,1,2,-1.0,1,1,1,1,5
-0.069298,51.547224,1,2,1.0,1.0,3,20.0,3.0,6,1,2,2,1,0,4,0,1,2,27.0,1,1,1,4,9
-0.07005700000000001,51.54292,1,2,2.0,1.0,3,20.0,6.0,4,2,1,1,1,0,6,0,0,1,41.0,1,1,1,1,1
-0.081914,51.525039,1,2,1.0,1.0,3,30.0,3.0,3,1,1,1,1,0,3,0,2,2,42.0,2,2,1,1,0
-0.055416999999999994,51.544657,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,0,1,2,68.0,1,1,1,5,9
-0.0423,51.547856,1,2,3.0,1.0,3,20.0,0.0,1,1,1,1,1,0,4,1,1,2,65.0,1,1,2,1,7
-0.075925,51.554258000000004,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,4,0,0,2,34.0,1,1,1,1,1
-0.060416,51.566142,1,2,1.0,1.0,3,30.0,0.0,1,2,1,1,1,0,6,0,0,1,21.0,1,1,1,1,3
-0.068467,51.549818,1,2,2.0,1.0,3,30.0,6.0,1,2,1,1,1,0,6,0,0,2,25.0,1,1,1,1,7
-0.086685,51.531591999999996,1,2,2.0,1.0,3,30.0,3.0,1,1,2,2,1,0,4,1,0,1,43.0,1,1,1,1,1
-0.070813,51.572788,1,2,1.0,1.0,3,30.0,3.0,6,1,1,1,1,0,4,0,2,2,9.0,6,2,1,1,0
-0.059622,51.537352,1,2,1.0,1.0,3,20.0,3.0,2,2,1,1,1,0,6,0,0,1,14.0,1,1,1,1,1
-0.078654,51.527144,1,2,1.0,2.0,3,30.0,0.0,4,2,1,1,1,0,6,0,0,1,25.0,1,1,1,1,4
-0.055388,51.541959000000006,1,2,2.0,2.0,3,30.0,3.0,3,2,1,1,1,0,5,0,1,1,42.0,1,1,1,5,9
-0.07546900000000001,51.547955,1,2,1.0,2.0,3,20.0,3.0,3,1,1,1,1,0,2,0,2,2,63.0,5,3,1,1,0
-0.069815,51.572502,1,2,4.0,2.0,3,30.0,3.0,3,1,1,1,1,0,4,0,0,1,42.0,1,1,1,1,7
-0.060976,51.549605,1,2,3.0,1.0,3,30.0,3.0,1,1,1,2,1,0,4,1,0,1,53.0,1,1,1,1,7
-0.07561699999999999,51.547868,1,2,2.0,1.0,3,30.0,3.0,3,2,1,1,1,0,1,0,0,1,47.0,1,1,1,1,7
-0.036650999999999996,51.545064,1,2,2.0,1.0,3,30.0,0.0,1,1,9,1,1,0,2,0,0,1,25.0,1,1,1,1,7
-0.07688400000000001,51.538356,1,2,1.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,0,1,2,51.0,1,1,1,5,9
-0.056237999999999996,51.559239,1,2,1.0,1.0,3,30.0,3.0,1,1,1,1,1,0,5,0,1,1,0.0,1,1,1,5,9
-0.073045,51.567789000000005,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,2,1,0,1,33.0,1,1,1,1,5
-0.08234,51.535478000000005,1,2,2.0,1.0,3,30.0,6.0,2,5,9,1,1,0,2,0,0,1,18.0,1,1,1,1,2
-0.075007,51.552084,1,2,2.0,1.0,3,20.0,3.0,3,1,1,1,1,0,4,1,0,1,28.0,1,1,1,1,3
-0.073751,51.54424,1,2,4.0,1.0,3,30.0,0.0,1,1,1,1,1,0,2,0,0,1,25.0,1,1,1,1,7
-0.057870000000000005,51.558187,1,2,2.0,1.0,3,20.0,3.0,1,1,1,1,1,0,5,1,0,1,18.0,1,1,1,1,3
-0.073147,51.565363,1,2,1.0,1.0,3,30.0,3.0,4,5,9,1,1,0,6,0,2,1,37.0,2,3,1,1,0
-0.083577,51.540354,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,5,0,0,1,29.0,1,1,1,1,1
-0.070522,51.562622,1,2,2.0,1.0,3,30.0,0.0,2,5,9,1,1,0,5,0,0,1,44.0,1,1,1,1,7
-0.07501000000000001,51.551994,1,2,1.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,2,1,54.0,10,6,1,1,0
-0.07837000000000001,51.52705,1,2,1.0,1.0,3,20.0,6.0,4,1,1,1,1,0,3,0,2,2,26.0,7,10,1,1,0
-0.023426,51.527396,1,2,2.0,1.0,3,30.0,0.0,1,2,2,2,1,0,5,1,0,1,45.0,1,1,1,1,1
-0.041503,51.532825,1,2,1.0,1.0,3,20.0,1.0,2,1,1,1,1,0,3,0,2,1,28.0,5,2,1,1,0
-0.047532,51.513231,1,2,2.0,1.0,3,30.0,3.0,3,1,1,1,1,0,4,0,0,1,25.0,1,1,1,1,3
-0.066704,51.526768,1,2,2.0,1.0,3,30.0,3.0,1,2,1,2,1,0,6,0,0,2,25.0,1,1,1,1,7
-0.053902,51.532851,1,2,2.0,2.0,3,20.0,3.0,1,1,1,1,1,0,4,0,1,2,27.0,1,1,2,1,7
-0.021807,51.508214,1,2,2.0,2.0,3,30.0,0.0,1,2,1,1,1,0,6,1,0,1,27.0,1,1,1,1,13
-0.065212,51.517751000000004,1,2,2.0,1.0,3,30.0,3.0,3,1,2,2,1,0,3,1,0,1,27.0,1,1,1,1,3
-0.035313,51.512487,1,2,2.0,3.0,3,30.0,3.0,4,2,1,1,1,0,6,0,0,1,28.0,1,1,1,1,7
-0.025025,51.493789,1,2,2.0,1.0,3,30.0,0.0,1,2,1,1,1,0,4,0,0,1,29.0,1,1,1,1,4
-0.009745,51.497308000000004,1,2,2.0,2.0,3,20.0,3.0,2,1,1,1,1,0,4,0,1,1,40.0,1,1,2,1,7
-0.029779000000000003,51.517161,1,2,2.0,2.0,3,30.0,6.0,4,1,1,1,1,0,3,0,0,1,53.0,1,1,1,1,7
-0.06125,51.509232,1,2,2.0,1.0,3,30.0,8.0,1,1,1,2,1,0,2,1,0,1,23.0,1,1,1,1,5
-0.066945,51.510855,1,2,2.0,1.0,1,20.0,3.0,1,1,1,1,1,0,5,0,0,1,30.0,1,1,1,1,1
-0.07447999999999999,51.516734,1,2,2.0,1.0,3,20.0,3.0,1,1,1,1,1,0,5,0,0,1,38.0,1,1,1,1,3
-0.057139999999999996,51.514379999999996,1,2,2.0,1.0,3,30.0,3.0,1,2,1,1,1,0,1,1,0,1,26.0,1,1,1,1,3
-0.05761,51.52365,1,2,1.0,1.0,3,20.0,0.0,1,1,1,1,1,0,4,0,2,1,73.0,10,6,1,1,0
-0.03683,51.534185,1,2,2.0,1.0,3,20.0,8.0,1,1,1,1,1,0,2,1,0,1,22.0,1,1,1,1,3
-0.045578,51.521832,1,2,2.0,1.0,3,30.0,3.0,4,1,2,2,1,0,3,0,0,2,33.0,1,1,1,1,1
-0.064823,51.526917,1,2,1.0,1.0,3,30.0,6.0,1,1,1,2,1,0,4,0,2,2,66.0,6,2,1,1,0
-0.048484,51.511179,1,2,2.0,1.0,3,30.0,3.0,2,1,1,1,1,0,5,0,0,2,53.0,1,1,1,1,1
-0.046299,51.521844,1,2,2.0,1.0,3,30.0,3.0,4,1,1,1,1,0,5,1,0,1,25.0,1,1,1,1,1
-0.029704,51.512213,1,2,2.0,1.0,3,30.0,6.0,3,2,1,1,1,0,6,0,0,1,31.0,1,1,1,1,7
-0.073847,51.52149,1,2,1.0,1.0,3,30.0,0.0,1,1,1,1,1,0,5,0,2,1,50.0,10,6,1,1,0
-0.0537,51.527452000000004,1,2,2.0,1.0,3,20.0,3.0,2,1,1,2,1,0,4,1,0,1,14.0,1,1,1,1,1
-0.009643,51.499644,1,2,2.0,1.0,3,20.0,1.0,6,1,1,1,1,0,3,0,1,2,78.0,1,1,1,1,8
-0.024053,51.532892,1,2,1.0,1.0,3,20.0,2.0,1,1,1,1,1,0,3,0,1,2,-1.0,1,1,1,4,9
-0.042319,51.510446,1,2,3.0,1.0,2,40.0,3.0,4,1,1,1,1,0,2,0,0,1,21.0,1,1,1,1,5
-0.072103,51.514986,1,2,1.0,1.0,3,30.0,6.0,4,1,1,1,1,0,3,0,2,1,38.0,5,5,1,1,0
-0.019494,51.528318,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,4,0,0,2,35.0,1,1,1,1,7
-0.021624,51.519092,1,2,1.0,1.0,3,30.0,0.0,1,2,1,1,1,0,1,0,2,1,24.0,11,10,1,1,0
-0.055847,51.514268,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,5,0,0,1,51.0,1,1,1,1,1
-0.075587,51.521249,1,2,1.0,1.0,3,30.0,3.0,3,1,1,1,1,0,4,0,0,2,23.0,1,1,1,1,1
-0.47769300000000003,51.479857,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,3,1,1,2,63.0,1,1,1,1,8
-0.004823,51.573663,1,2,1.0,1.0,3,30.0,6.0,1,1,9,1,1,0,3,0,0,1,29.0,1,1,1,1,5
-0.026057,51.569886,1,2,2.0,2.0,3,30.0,0.0,1,1,9,1,1,0,4,1,1,2,50.0,1,1,1,5,9
-0.01185,51.574682,1,2,1.0,1.0,3,30.0,0.0,3,2,1,2,1,0,6,0,1,1,53.0,1,1,1,2,9
0.016768,51.572395,1,2,2.0,1.0,0,30.0,1.0,1,2,1,1,1,0,6,1,0,1,39.0,1,1,1,1,7
-0.04072,51.594682,1,2,1.0,1.0,3,30.0,3.0,2,1,1,1,1,0,4,0,2,1,18.0,2,2,1,1,0
-0.026599,51.577359,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,4,0,0,1,45.0,1,1,1,1,13
-0.010520999999999999,51.562159,1,2,2.0,1.0,3,30.0,3.0,1,5,1,1,1,0,5,0,0,1,27.0,1,1,1,1,3
0.004254,51.579893,1,2,1.0,2.0,3,30.0,0.0,1,1,1,1,1,0,4,0,0,1,25.0,1,1,1,1,3
0.004254,51.579893,1,2,1.0,2.0,3,30.0,0.0,1,1,1,1,1,0,4,0,2,2,13.0,6,3,1,1,0
-0.029202999999999996,51.613913000000004,1,2,2.0,3.0,3,30.0,3.0,1,1,1,1,1,0,4,0,1,2,25.0,1,1,2,1,7
0.007546,51.615269,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,5,0,0,1,49.0,1,1,1,1,6
-0.003015,51.58856,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,0,1,45.0,1,1,1,1,13
-0.017531,51.590066,1,2,2.0,2.0,3,30.0,6.0,4,2,1,1,1,0,6,0,0,1,28.0,1,1,1,1,7
-0.025972000000000002,51.608463,1,2,2.0,1.0,3,30.0,3.0,1,2,1,1,1,0,5,0,0,1,20.0,1,1,1,1,7
-0.022093,51.571438,1,2,1.0,1.0,3,30.0,0.0,1,2,1,1,1,0,5,0,2,1,-1.0,6,2,1,1,0
-0.010525,51.562069,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,6,1,1,2,22.0,1,1,2,1,7
-0.025601,51.570418,1,2,2.0,1.0,3,20.0,0.0,1,1,1,1,1,0,3,0,0,1,26.0,1,1,1,1,7
0.000135,51.581403,1,2,2.0,1.0,3,30.0,3.0,2,1,1,1,1,0,2,0,0,2,36.0,1,1,1,1,7
0.010178,51.583299,1,2,1.0,1.0,3,30.0,3.0,3,1,1,1,1,0,2,0,2,1,13.0,2,4,1,1,0
-0.01624,51.589864,1,2,1.0,1.0,3,30.0,3.0,6,1,1,1,1,0,3,0,2,2,31.0,6,2,1,1,0
-0.020873,51.582928,1,2,1.0,2.0,3,30.0,0.0,1,1,1,1,1,0,4,0,1,2,36.0,1,1,1,5,9
-0.013909999999999999,51.616803000000004,1,2,1.0,1.0,3,30.0,8.0,1,1,1,1,1,0,5,0,2,2,86.0,7,10,1,1,0
4.5e-05,51.572771,1,2,2.0,2.0,3,30.0,6.0,2,1,1,1,1,0,2,0,0,2,44.0,1,1,1,1,7
-0.027975,51.582238000000004,1,2,2.0,3.0,3,30.0,3.0,4,1,1,1,1,0,5,0,1,1,19.0,1,1,2,1,7
-0.001483,51.580711,1,2,2.0,2.0,3,30.0,0.0,1,1,1,1,1,0,5,1,1,1,35.0,1,1,2,1,7
-0.018882,51.572283,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,0,1,36.0,1,1,1,1,1
0.065837,51.556523,1,2,3.0,2.0,2,30.0,5.0,4,2,1,2,1,0,5,0,1,2,29.0,1,1,2,1,7
0.104322,51.562044,1,2,1.0,1.0,3,30.0,3.0,1,2,1,1,1,0,6,0,2,1,33.0,6,4,1,1,0
0.04766,51.572579,1,2,2.0,1.0,2,50.0,0.0,1,1,1,1,1,0,4,0,0,1,28.0,1,1,1,1,7
0.081947,51.596526000000004,1,2,3.0,2.0,3,30.0,3.0,1,2,1,1,1,0,6,1,1,1,22.0,1,1,2,1,7
0.081539,51.597072999999995,1,2,1.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,2,2,81.0,6,2,1,1,0
0.066232,51.574771999999996,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,1,0,2,28.0,1,1,1,1,7
0.073867,51.549096999999996,1,2,1.0,1.0,3,20.0,0.0,1,1,1,1,1,0,2,0,2,1,-1.0,6,3,1,1,0
0.084102,51.564743,1,2,2.0,1.0,3,30.0,8.0,1,1,1,1,1,0,4,1,0,1,19.0,1,1,1,1,1
0.106644,51.568567,1,2,2.0,2.0,3,30.0,6.0,1,2,1,1,1,0,5,1,1,2,32.0,1,1,2,1,7
0.07570700000000001,51.548345,1,2,2.0,2.0,3,30.0,0.0,1,1,1,1,1,0,3,0,0,1,39.0,1,1,1,1,7
0.08732999999999999,51.594272,1,2,2.0,2.0,3,30.0,0.0,1,1,1,2,1,0,2,1,0,2,35.0,1,1,1,1,7
0.076878,51.545536,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,4,0,0,2,23.0,1,1,1,1,7
0.058455999999999994,51.581563,1,2,1.0,1.0,0,30.0,1.0,3,2,1,2,1,0,1,0,0,1,32.0,1,1,1,1,7
0.07033400000000001,51.557072999999995,1,2,1.0,1.0,2,30.0,0.0,1,1,1,1,1,0,4,0,1,2,5.0,1,1,1,4,9
0.044372,51.576503,1,2,2.0,1.0,0,40.0,1.0,1,1,1,1,1,0,3,0,0,2,36.0,1,1,1,1,7
0.050997,51.57297,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,1,0,0,2,21.0,1,1,1,1,7
0.050997,51.57297,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,1,1,0,2,25.0,1,1,1,1,7
0.072821,51.595878000000006,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,2,1,0,2,51.0,1,1,1,1,1
0.036327,51.59346,1,2,2.0,1.0,0,30.0,1.0,1,1,1,1,1,0,5,0,0,2,25.0,1,1,1,1,7
0.044452,51.575063,1,2,2.0,2.0,4,30.0,1.0,1,1,2,2,1,0,4,0,0,1,34.0,1,1,1,1,7
0.064371,51.571927,1,2,2.0,1.0,3,30.0,0.0,4,1,1,2,1,0,4,0,0,1,34.0,1,1,1,1,7
0.07559099999999999,51.552124,1,2,2.0,2.0,3,30.0,8.0,1,1,9,1,1,0,2,1,0,2,41.0,1,1,1,1,7
0.071743,51.556329,1,2,2.0,2.0,0,30.0,1.0,2,1,1,1,1,0,4,0,0,1,41.0,1,1,1,1,6
0.079606,51.551603,1,2,2.0,2.0,0,30.0,2.0,1,1,1,1,1,0,4,1,0,1,29.0,1,1,1,1,7
0.06442,51.557087,1,2,2.0,1.0,4,30.0,0.0,1,2,1,1,1,0,6,0,0,1,60.0,1,1,1,1,6
0.075141,51.55492,1,2,2.0,1.0,3,30.0,6.0,1,2,1,1,1,0,1,0,0,1,36.0,1,1,1,1,7
0.040315,51.598696000000004,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,0,0,1,26.0,1,1,1,1,2
0.070087,51.557977,1,2,1.0,1.0,1,30.0,0.0,1,1,1,1,1,0,4,0,1,2,38.0,1,1,1,5,9
0.041016000000000004,51.594997,1,2,2.0,2.0,2,70.0,0.0,1,1,1,1,1,1,3,1,0,1,-1.0,1,1,1,1,7
0.071966,51.554885999999996,1,2,2.0,1.0,3,30.0,3.0,2,1,1,1,1,0,5,0,0,1,36.0,1,1,1,1,1
0.066434,51.556962,1,2,1.0,1.0,3,30.0,3.0,4,1,1,1,1,0,5,0,2,2,68.0,2,2,1,1,0
0.167457,51.600194,1,2,2.0,2.0,3,30.0,0.0,2,2,1,1,1,0,4,0,0,1,58.0,1,1,1,1,7
0.177445,51.603696,1,2,1.0,1.0,3,30.0,0.0,3,1,1,1,1,0,5,0,2,2,53.0,5,4,1,1,0
0.209062,51.588626,1,2,1.0,1.0,3,30.0,3.0,1,2,1,2,1,0,5,0,0,2,18.0,1,1,1,1,7
0.20856100000000002,51.581261,1,2,2.0,1.0,0,30.0,2.0,1,1,1,1,1,0,4,1,0,2,33.0,1,1,1,1,7
0.175163,51.583144,1,2,2.0,1.0,3,30.0,3.0,1,1,1,2,1,0,4,1,0,1,21.0,1,1,1,1,7
0.25742,51.573946,1,2,3.0,3.0,3,40.0,8.0,1,2,1,1,1,0,5,2,0,2,26.0,1,1,1,1,7
0.19108499999999998,51.572055999999996,1,2,2.0,1.0,3,30.0,2.0,2,2,1,2,1,0,6,0,0,2,25.0,1,1,1,1,7
0.23438,51.563235999999996,1,2,2.0,2.0,3,30.0,6.0,1,1,2,2,1,0,4,0,0,2,45.0,1,1,1,1,7
0.202052,51.515285,1,2,2.0,1.0,3,30.0,7.0,1,2,2,2,1,0,5,1,0,1,43.0,1,1,1,1,1
0.199849,51.586191,1,2,2.0,1.0,3,30.0,8.0,4,1,1,1,1,0,2,1,0,1,18.0,1,1,1,1,3
0.190672,51.521433,1,2,2.0,1.0,0,30.0,1.0,1,2,5,2,1,1,2,1,0,1,37.0,1,1,1,1,1
0.17820899999999998,51.535154999999996,1,2,2.0,3.0,2,30.0,0.0,1,1,1,1,1,0,3,0,0,1,46.0,1,1,1,1,7
0.21329299999999998,51.592503,1,2,2.0,1.0,0,30.0,1.0,3,1,1,1,1,0,3,0,0,1,23.0,1,1,1,1,7
0.173014,51.586512,1,2,2.0,1.0,2,50.0,6.0,4,1,1,1,1,0,3,0,0,1,30.0,1,1,1,1,13
0.18601700000000002,51.577727,1,2,2.0,1.0,0,30.0,1.0,1,1,1,1,1,0,4,1,0,1,46.0,1,1,1,1,7
0.212423,51.59243,1,2,2.0,2.0,0,30.0,1.0,1,1,1,1,1,0,5,0,1,1,10.0,1,1,2,1,7
0.18162,51.603439,1,2,2.0,3.0,3,30.0,3.0,1,5,9,1,1,0,5,0,1,2,9.0,1,1,2,1,7
0.256662,51.61398,1,2,2.0,1.0,2,70.0,0.0,1,1,1,1,1,1,4,0,0,2,51.0,1,1,1,1,7
0.254283,51.542621000000004,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,3,0,0,1,53.0,1,1,1,1,1
0.166243,51.526114,1,2,2.0,2.0,2,30.0,3.0,4,1,9,1,1,0,3,0,0,2,24.0,1,1,1,1,7
0.16800199999999998,51.526711,1,2,2.0,2.0,3,30.0,8.0,1,1,1,2,1,0,4,0,0,1,26.0,1,1,1,1,7
0.20912600000000003,51.604812,1,2,2.0,1.0,0,30.0,2.0,1,1,1,1,1,0,4,0,0,1,38.0,1,1,1,1,1
0.188004,51.558984,1,2,1.0,1.0,3,30.0,3.0,3,1,1,1,1,0,3,0,2,1,12.0,2,2,1,1,0
0.21185900000000002,51.59271,1,2,3.0,2.0,3,30.0,0.0,1,1,1,1,1,1,4,0,0,2,28.0,1,1,1,1,7
0.281949,51.576709,1,2,2.0,1.0,2,70.0,0.0,1,1,1,1,1,1,5,0,0,1,20.0,1,1,1,1,7
0.16497699999999998,51.581444,1,2,2.0,1.0,3,30.0,6.0,4,1,1,1,1,0,4,1,0,2,20.0,1,1,1,1,7
0.191483,51.523307,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,5,1,0,1,50.0,1,1,1,1,1
0.283927,51.572984000000005,1,2,2.0,1.0,0,40.0,1.0,1,1,1,1,1,1,2,1,0,1,22.0,1,1,1,1,13
0.219056,51.610021,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,3,0,0,1,54.0,1,1,1,1,1
0.185693,51.525843,1,2,2.0,2.0,3,30.0,3.0,1,1,1,1,1,0,4,1,0,2,-1.0,1,1,1,1,7
0.180475,51.603640000000006,1,2,2.0,1.0,3,30.0,6.0,4,1,2,2,1,0,4,0,0,2,38.0,1,1,1,1,7
0.288617,51.565788,1,2,2.0,1.0,2,70.0,0.0,1,1,1,1,1,1,3,0,0,2,67.0,1,1,1,1,7
0.16808800000000002,51.574013,1,2,2.0,1.0,3,30.0,3.0,1,1,1,1,1,0,4,1,0,1,28.0,1,1,1,1,4
0.253781,51.579142,1,2,2.0,3.0,3,40.0,3.0,1,1,1,1,1,1,3,0,0,1,17.0,1,1,1,1,7
0.019148,51.525141,1,2,1.0,1.0,3,30.0,0.0,1,2,2,2,1,0,5,0,2,2,23.0,10,6,1,1,0
0.035699,51.534208,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,5,0,1,2,44.0,1,1,2,1,7
0.051129,51.518202,1,2,2.0,1.0,3,30.0,8.0,1,1,1,1,1,0,2,0,0,1,30.0,1,1,1,1,7
0.049443,51.54485,1,2,1.0,1.0,3,30.0,3.0,1,2,1,1,1,0,6,0,2,2,21.0,6,4,1,1,0
-0.0019399999999999999,51.537372999999995,1,2,1.0,1.0,3,20.0,0.0,1,2,1,1,1,0,5,0,2,1,33.0,6,4,1,1,0
0.027939999999999996,51.525079999999996,1,2,2.0,1.0,3,30.0,0.0,1,2,5,2,1,0,6,0,0,2,31.0,1,1,1,1,7
0.06285,51.509633,1,2,2.0,2.0,3,30.0,3.0,1,2,1,1,1,0,5,0,0,2,41.0,1,1,1,1,7
0.033745,51.509781,1,2,2.0,1.0,3,30.0,0.0,1,1,1,1,1,0,3,0,0,1,24.0,1,1,1,1,7
-0.0009660000000000001,51.546439,1,2,2.0,2.0,3,30.0,6.0,4,2,2,2,1,0,6,0,1,1,33.0,1,1,2,1,7
0.06852899999999999,51.523651,1,2,2.0,1.0,2,50.0,0.0,1,1,1,1,1,0,2,0,0,1,35.0,1,1,1,1,7
0.014163999999999998,51.533051,1,2,1.0,1.0,3,30.0,0.0,1,1,1,1,1,0,4,0,1,2,17.0,1,1,1,4,9
0.068231,51.536157,1,2,2.0,1.0,3,30.0,1.0,1,2,1,1,1,0,5,0,0,1,28.0,1,1,1,1,3
